SID,SCHID,GENDER,Y2S2_1,Y2S2_2,Y2S2_3,Y2S2_4,Y2S2_5,Y2S2_6,Y2S2_7,Y2S2_8,Y2S2_9,Y2S2_10,Y2S2_11,Y2S2_12,Y2S2_13,Y2S2_14,Y2S2_15,Y2S2_16,Y2S2_17,Y2S2_18,Y2S2_19,Y2S2_20,Y2S2_21,Y2S2_22,Y2S2_23,Y2S2_24,Y2S2_25,Y2S2_26,Y2S2_27,Y2S2_28,Y2S2_29,Y2S2_30,Y2L3_1,Y2L3_2,Y2L3_3,Y2L3_4,Y2L6_15,Y2L6_16,Y2L6_17,Y2L6_18,Y2L6_19,Y2L6_5,Y2L6_6,Y2L6_7,Y2L6_8,Y2L6_9,Y2L6_10,Y2L6_11,Y2L6_12,Y2L6_13,Y2L6_14,Y2S36_1,Y2S36_2,Y2S36_3,Y2KOR_S,Y2ENG_S,Y2MAT_S,Y2KOR_V,Y2ENG_V,Y2MAT_V
108,3,1,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,72,73,35,424,439,374
109,3,1,4,4,3,4,3,4,4,4,4,4,5,5,5,5,4,4,4,3,4,4,3,3,3,3,4,4,3,2,4,4,3,3,2,3,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,4,5,4,59,73,70,391,439,439
110,3,1,5,3,4,5,4,4,3,3,5,5,5,5,4,5,4,4,5,3,4,5,5,3,3,3,3,3,4,3,3,3,4,3,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,65,55,45,407,407,397
111,3,1,5,5,4,5,5,4,5,3,5,5,1,3,3,3,3,2,1,3,1,1,2,1,1,3,3,2,3,1,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,74,64,50,433,423,406
112,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,1,1,1,1,1,3,2,1,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,3,1,1,2,5,2,2,72,58,65,424,412,431
113,3,1,4,4,4,4,3,4,4,4,5,4,4,4,4,5,4,3,4,5,4,4,3,4,4,4,5,4,3,1,2,3,3,2,2,2,3,2,3,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,34,43,30,315,382,358
114,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
115,3,1,4,4,4,3,4,4,4,3,5,5,5,5,5,5,5,5,4,4,2,3,3,2,2,4,2,2,5,1,2,3,4,4,4,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,5,5,5,69,97,95,415,534,500
116,3,1,4,4,3,4,4,3,3,3,5,3,3,4,4,4,5,5,5,4,3,4,3,3,4,5,3,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,3,5,37,34,25,326,356,335
117,3,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,5,4,2,66,70,50,407,434,406
118,3,1,5,5,4,4,3,3,4,3,5,5,5,5,3,3,4,4,4,5,5,3,3,3,4,3,4,3,3,3,4,4,2,2,2,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,2,5,4,47,52,40,360,401,386
119,3,1,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,4,3,3,4,3,3,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,83,85,80,467,465,456
120,3,1,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,2,4,4,4,4,4,5,5,5,86,88,100,483,475,637
121,3,1,5,3,3,4,3,3,4,4,4,3,5,4,3,4,3,3,3,3,1,1,2,3,1,2,3,3,3,3,1,2,3,3,2,4,3,4,3,4,4,2,2,3,2,1,2,3,2,2,2,4,2,2,80,37,30,455,366,358
122,3,1,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,3,3,4,4,3,4,4,4,3,4,1,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,59,76,55,391,445,415
123,3,1,4,4,4,5,4,2,3,2,3,5,5,5,5,5,5,5,2,2,2,2,2,2,2,4,3,2,4,1,3,4,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,4,4,5,76,94,95,443,503,500
124,3,1,5,5,4,5,4,4,3,3,4,4,5,5,5,5,5,5,5,4,4,4,4,3,3,4,3,3,3,3,4,4,3,3,2,3,3,3,3,3,3,2,2,3,2,2,4,3,4,4,3,4,4,4,38,52,35,335,401,374
125,3,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,27,52,30,288,401,358
126,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,3,3,5,30,25,30,303,311,358
127,3,1,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,3,3,5,3,3,2,3,3,3,4,4,2,3,4,4,3,3,4,4,4,4,4,5,5,5,85,91,90,483,486,480
128,3,1,3,4,2,3,4,3,3,2,3,4,4,4,4,4,4,4,3,2,4,2,4,3,3,3,4,4,4,2,4,4,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,2,5,4,4,71,49,55,424,395,415
129,3,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,82,85,70,467,465,439
130,3,1,4,3,3,4,3,4,4,5,4,4,4,4,4,4,4,4,4,2,3,3,3,4,3,4,4,2,5,2,3,3,3,2,3,4,3,3,2,4,4,3,3,3,4,2,2,1,2,3,1,3,3,4,85,64,65,483,423,431
131,3,1,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,3,1,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5,4,3,75,46,50,433,389,406
132,3,1,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,2,2,2,3,3,3,4,5,5,5,4,4,4,3,3,2,3,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,61,40,35,399,374,374
133,3,1,5,5,5,5,4,3,3,3,3,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,2,5,5,4,3,3,4,4,3,4,4,4,4,4,3,3,3,4,3,3,3,3,-1,-1,-1,82,91,75,467,486,447
134,3,1,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,2,4,4,4,3,3,4,4,3,3,2,3,2,2,3,3,2,2,2,2,2,3,2,2,3,3,2,3,3,3,61,73,60,399,439,423
135,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
136,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
137,3,1,3,3,4,4,4,3,4,4,4,4,5,4,4,4,5,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,4,4,3,4,3,5,5,4,65,67,50,407,428,406
138,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,3,1,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,2,2,3,2,3,3,2,2,4,3,2,3,2,2,2,3,2,2,3,4,4,4,4,4,2,2,3,2,2,3,3,3,2,2,5,4,3,55,67,45,383,428,397
140,3,1,3,2,2,3,1,2,1,3,3,4,5,5,3,3,4,4,3,2,2,2,2,2,1,2,2,2,3,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,53,22,45,376,275,397
141,3,1,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,4,4,4,3,3,3,5,4,4,5,5,5,5,4,4,4,4,2,2,2,3,1,3,4,4,3,3,4,4,4,3,3,5,5,5,65,79,90,407,451,480
142,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,39,43,90,335,382,480
143,3,1,5,4,3,5,4,5,3,5,5,5,4,4,4,5,4,5,4,4,4,5,3,3,4,3,3,3,4,3,4,4,3,3,2,3,3,2,3,2,2,3,3,3,4,4,4,4,4,3,3,4,5,5,77,82,95,443,458,500
144,3,1,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,2,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,83,85,95,467,465,500
145,3,1,4,3,4,3,3,4,3,3,4,5,5,4,4,4,3,4,3,3,3,3,3,3,3,3,2,4,5,4,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,2,3,2,3,3,3,5,5,3,83,79,85,467,451,467
146,3,1,2,3,2,3,3,3,2,2,2,1,1,1,1,2,2,3,3,3,1,1,2,1,1,3,2,2,2,3,2,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,67,49,55,415,395,415
147,3,1,5,4,4,5,3,5,5,3,4,2,2,3,2,2,2,2,2,5,5,5,5,5,5,5,3,3,4,2,1,1,3,2,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,4,4,4,26,16,95,288,264,500
148,3,1,5,5,4,5,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,5,5,3,53,37,55,376,366,415
149,3,1,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,98,97,100,631,534,637
150,3,1,5,5,5,5,5,4,4,4,5,5,4,4,4,5,5,3,3,5,5,5,5,3,2,5,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,5,5,5,72,76,80,424,445,456
151,3,1,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,4,2,4,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,48,16,35,360,264,374
152,3,1,5,5,4,5,4,5,5,2,4,2,4,5,5,5,4,2,3,2,4,2,5,4,4,5,2,3,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,5,5,4,54,55,25,376,407,335
153,3,1,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,77,64,30,443,423,358
154,3,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,3,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,64,70,60,407,434,423
155,3,1,5,5,5,5,4,4,3,4,5,2,1,2,4,4,4,4,3,3,4,4,5,4,4,2,3,1,3,5,1,5,4,3,2,3,4,4,4,4,4,3,3,2,1,3,2,2,2,1,2,5,1,1,76,28,15,443,330,288
156,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
157,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
158,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,2,4,4,4,4,3,3,4,4,3,5,2,4,3,4,3,3,3,3,2,3,3,2,4,4,4,4,4,2,2,2,2,2,-1,-1,5,83,61,95,467,418,500
159,4,1,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3,2,2,3,3,2,3,3,3,3,3,4,4,2,4,4,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,2,2,4,4,5,70,91,90,424,486,480
160,4,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35,22,15,315,275,288
161,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,3,3,3,3,4,4,4,4,4,3,3,2,3,3,3,3,2,2,3,3,3,4,3,3,2,3,3,2,4,4,5,53,79,85,376,451,467
162,4,2,5,5,5,5,4,3,4,3,4,4,4,4,5,5,4,3,3,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,4,4,5,51,76,85,368,445,467
163,4,2,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,57,76,45,383,445,397
164,4,1,2,2,2,3,3,2,-1,1,2,3,4,3,2,3,2,2,1,2,3,2,1,3,3,3,2,2,4,2,4,4,3,3,2,3,2,2,2,3,3,4,4,3,4,3,1,1,2,2,2,3,3,4,71,76,20,424,445,289
165,4,1,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,5,5,5,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,35,25,35,326,311,374
166,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
167,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,35,61,35,326,418,374
168,4,2,4,4,3,3,3,4,4,2,4,5,5,5,5,5,5,5,3,3,4,2,5,3,5,4,3,4,4,1,5,3,2,2,2,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,4,3,58,67,40,383,428,386
169,4,2,4,4,4,4,4,4,3,3,3,4,2,3,3,3,3,3,2,3,3,2,2,3,3,2,2,2,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,2,3,3,5,62,16,30,399,264,358
170,4,1,4,3,3,3,3,4,3,3,5,5,5,5,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,42,46,25,344,389,335
171,4,1,4,3,4,4,4,4,3,3,4,5,4,3,2,4,3,3,2,2,2,2,2,2,2,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,5,5,87,97,100,483,534,637
172,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,5,79,88,90,455,475,480
173,4,1,4,4,4,4,4,4,4,3,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,4,4,4,5,4,4,4,4,3,3,3,3,3,2,2,2,4,4,4,4,4,2,2,2,2,2,4,5,5,91,97,100,526,534,637
174,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,16,20,241,264,289
175,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
176,4,1,5,5,5,5,5,5,5,3,4,2,5,5,5,4,1,2,5,5,4,5,5,5,4,4,3,5,5,5,5,5,4,4,4,4,4,3,4,2,3,3,4,2,3,4,4,3,4,2,4,5,4,3,33,61,35,315,418,374
177,4,1,5,4,5,5,3,5,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,5,4,4,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,66,94,90,407,503,480
178,4,1,3,2,2,3,3,2,2,2,4,4,4,4,4,4,4,3,3,2,3,3,3,2,2,4,4,3,3,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,41,100,75,335,683,447
179,4,2,5,5,5,5,5,5,5,5,3,1,3,2,2,3,1,2,1,3,4,2,1,2,2,5,5,5,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,86,88,85,483,475,467
180,4,2,5,5,5,5,5,5,5,4,3,2,3,3,3,3,1,2,2,3,3,2,3,3,3,2,3,3,3,2,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,25,241,264,335
181,4,2,4,4,4,3,4,3,4,3,3,4,4,3,4,4,2,3,1,4,4,2,4,4,4,5,1,5,5,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,85,100,90,483,683,480
182,4,1,3,3,3,4,3,3,3,4,5,5,5,5,5,5,5,5,5,2,3,3,3,3,2,2,3,3,3,2,4,4,3,2,2,3,2,3,3,2,3,2,3,3,3,2,3,3,3,2,3,4,5,5,56,94,70,383,503,439
183,4,1,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,4,5,5,58,31,85,391,344,467
184,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
185,4,1,4,4,4,4,3,3,3,3,4,5,4,4,4,4,4,4,3,1,5,4,5,5,5,3,3,3,3,3,3,3,4,4,4,4,3,3,2,2,3,3,3,2,2,3,3,3,2,2,3,2,1,4,62,28,40,399,330,386
186,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,5,5,5,5,5,5,5,5,1,5,5,5,5,4,4,4,4,3,3,3,3,2,4,4,4,4,4,4,4,3,2,2,5,5,5,74,85,95,433,465,500
187,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,47,64,45,360,423,397
188,4,2,5,4,4,4,4,5,3,4,5,5,4,3,5,4,2,2,1,4,4,2,4,4,3,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,3,3,2,5,4,4,82,82,70,467,458,439
189,4,2,4,3,4,4,2,3,2,3,2,2,2,2,3,2,1,1,1,3,3,3,2,1,3,4,3,3,4,4,4,4,3,3,2,3,4,4,4,4,4,2,2,3,2,3,3,4,4,4,4,5,5,5,82,85,60,467,465,423
190,4,1,5,4,4,4,4,5,4,4,5,5,5,3,3,4,3,3,2,4,4,4,3,3,3,4,4,4,4,1,5,3,3,3,3,4,3,3,3,4,3,2,2,3,2,2,4,4,4,4,4,5,5,4,45,88,50,352,475,406
191,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
192,4,1,3,3,3,3,3,3,3,4,4,4,4,3,2,1,5,4,3,4,2,1,4,3,2,4,4,3,5,2,5,5,4,4,4,4,3,3,3,4,3,2,2,3,3,2,1,1,1,2,1,-1,-1,1,52,37,45,368,366,397
193,4,2,5,4,4,5,5,4,4,4,4,5,5,4,4,5,4,4,4,4,3,3,2,3,4,3,4,4,4,3,5,5,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,4,56,34,45,383,356,397
194,4,1,4,3,3,4,3,5,3,4,4,4,4,4,4,4,4,5,2,3,3,3,2,3,3,4,3,2,5,3,4,5,4,3,3,3,4,3,3,3,3,2,2,2,2,2,3,3,4,4,3,-1,-1,3,82,94,85,467,503,467
195,4,1,5,4,4,5,5,5,4,3,3,3,3,2,3,4,2,2,1,3,3,2,2,3,3,3,4,2,4,4,5,5,3,3,3,4,3,3,3,3,3,4,3,3,4,3,2,2,2,4,3,5,5,5,77,82,85,443,458,467
196,5,1,3,4,3,3,3,3,4,4,3,3,4,3,5,4,2,3,1,4,3,4,4,3,2,4,4,4,5,3,3,3,3,2,2,2,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,-1,5,5,89,94,95,501,503,500
197,5,1,4,3,3,3,3,2,3,3,4,4,4,3,3,4,4,3,4,4,4,2,4,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,3,2,2,2,40,25,10,335,311,288
198,5,2,4,4,4,4,3,4,3,4,3,4,3,3,3,4,3,3,2,2,2,2,3,2,2,1,3,3,3,2,4,3,3,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,3,1,1,2,3,4,70,67,80,424,428,456
199,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,5,1,3,3,3,4,4,3,3,2,4,4,4,4,4,4,4,4,5,3,3,4,5,4,3,5,5,5,5,2,4,5,4,4,3,4,3,3,3,2,2,3,3,3,3,4,3,2,3,3,3,5,5,5,80,97,95,455,534,500
201,5,1,4,3,3,3,3,4,3,3,3,2,2,2,2,2,4,4,3,2,3,2,2,2,2,3,1,1,3,1,1,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,2,3,3,3,-1,-1,4,79,88,75,455,475,447
202,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
203,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,79,94,90,455,503,480
204,5,2,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,2,2,2,2,3,2,2,2,3,3,3,3,3,3,2,3,3,2,2,2,2,3,3,3,2,3,3,3,4,4,63,82,65,399,458,431
205,5,2,3,2,2,2,3,2,3,2,3,4,4,2,3,2,3,3,3,2,2,2,3,2,2,3,2,2,4,3,2,3,3,3,2,2,4,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,3,86,97,85,483,534,467
206,5,1,2,3,2,2,4,4,5,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,3,4,2,3,3,3,3,4,2,3,2,2,2,2,2,3,2,2,3,3,2,2,2,1,2,3,3,3,35,49,60,315,395,423
207,5,1,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,42,85,15,344,465,288
208,5,2,4,3,3,3,4,3,3,3,4,3,4,3,3,4,3,3,3,3,1,1,4,1,1,3,2,4,4,2,2,2,3,3,3,3,3,3,3,3,3,1,1,2,1,1,3,3,2,2,2,5,5,4,91,85,75,526,465,447
209,5,2,4,4,4,4,4,3,4,2,5,4,4,4,4,4,2,3,2,3,2,2,2,3,2,4,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,1,1,2,2,2,3,3,2,2,3,5,5,4,85,94,85,483,503,467
210,5,2,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,3,5,3,2,2,2,2,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,2,4,4,4,84,97,95,467,534,500
211,5,1,4,4,3,3,4,3,3,4,4,5,5,4,3,3,3,4,3,4,4,4,2,3,3,4,5,5,2,3,4,4,3,4,3,2,3,3,3,4,2,3,3,3,3,2,2,2,2,2,1,3,4,5,45,76,55,352,445,415
212,5,1,3,4,3,4,5,3,4,3,2,3,3,2,4,2,2,1,1,2,4,2,3,5,3,2,2,2,4,1,2,3,3,2,3,4,3,4,2,3,2,2,3,2,2,4,2,1,2,2,3,3,3,3,71,67,45,424,428,397
